user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
sak_2011_5_24_50m_metaG_bin.13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_007280875.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__QYOJ01 sp007280875	77.74	0.29	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014382125.1, s__QYOJ01 sp014382125, 95.0, 76.96, 0.17	90.41	11	0.9377797448992045	N/A
sak_2011_5_24_50m_metaG_bin.14	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	68.12	11	0.8696287391700469	N/A
sak_2011_5_24_50m_metaG_bin.15	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__	N/A	N/A	N/A	N/A	N/A	GCA_003249785.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__UBA2284 sp003249785	78.69	0.36	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__	taxonomic classification defined by topology and ANI	N/A	GCA_006226985.1, s__UBA2284 sp006226985, 95.0, 78.64, 0.2; GCA_003518475.1, s__UBA2284 sp003518475, 95.0, 77.82, 0.19; GCA_002345705.1, s__UBA2284 sp002345705, 95.0, 77.68, 0.22; GCA_002839095.1, s__UBA2284 sp002839095, 95.0, 77.64, 0.31; GCA_002424575.1, s__UBA2284 sp002424575, 95.0, 77.23, 0.1; GCA_002418725.1, s__UBA2284 sp002418725, 95.0, 77.11, 0.14; GCA_001830045.1, s__UBA2284 sp001830045, 95.0, 76.96, 0.19; GCA_002422045.1, s__UBA2284 sp002422045, 95.0, 76.21, 0.09; GCA_003605085.1, s__UBA2284 sp003605085, 95.0, 75.93, 0.12	79.25	11	0.9761865604429674	N/A
sak_2011_5_24_50m_metaG_bin.16	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_012520735.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__JAAYNR01;s__JAAYNR01 sp012520735	76.03	0.03	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	77.92	11	0.82257844840906	N/A
sak_2011_5_24_50m_metaG_bin.17	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__	N/A	N/A	N/A	N/A	N/A	GCA_007280145.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	98.66	0.63	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	68.31	11	0.9963691805626874	N/A
sak_2011_5_24_50m_metaG_bin.18	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012515085.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__JAAYZB01 sp012515085	76.17	0.08	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	91.03	11	0.9142429596545839	N/A
sak_2011_5_24_50m_metaG_bin.2	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__C7867-002;s__	N/A	N/A	N/A	N/A	N/A	GCA_903825415.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__C7867-002;s__C7867-002 sp903825415	75.99	0.09	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__C7867-002;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003170325.1, s__C7867-002 sp003170325, 95.0, 78.31, 0.03; GCA_903872035.1, s__C7867-002 sp903872035, 95.0, 78.3, 0.02; GCA_903839725.1, s__C7867-002 sp903839725, 95.0, 78.07, 0.02; GCA_903900935.1, s__C7867-002 sp903900935, 95.0, 77.18, 0.02; GCA_903902315.1, s__C7867-002 sp903902315, 95.0, 76.65, 0.03; GCA_903846945.1, s__C7867-002 sp903846945, 95.0, 76.56, 0.04; GCA_903868845.1, s__C7867-002 sp903868845, 95.0, 76.45, 0.03; GCA_903876465.1, s__C7867-002 sp903876465, 95.0, 76.17, 0.02; GCA_002413065.1, s__C7867-002 sp002413065, 95.0, 75.96, 0.07; GCA_001821055.1, s__C7867-002 sp001821055, 95.0, 75.94, 0.07; GCA_903864905.1, s__C7867-002 sp903864905, 95.0, 75.87, 0.05; GCA_903837075.1, s__C7867-002 sp903837075, 95.0, 75.55, 0.05; GCA_903826185.1, s__C7867-002 sp903826185, 95.0, 75.45, 0.04; GCA_903842025.1, s__C7867-002 sp903842025, 95.0, 75.43, 0.05; GCA_903870315.1, s__C7867-002 sp903870315, 95.0, 75.35, 0.07; GCA_903905325.1, s__C7867-002 sp903905325, 95.0, 75.32, 0.06; GCA_001189105.1, s__C7867-002 sp001189105, 95.0, 75.31, 0.05; GCA_001822575.1, s__C7867-002 sp001822575, 95.0, 74.65, 0.02; GCA_903870235.1, s__C7867-002 sp903870235, 95.0, 74.59, 0.03	57.87	11	0.9232045302696295	N/A
sak_2011_5_24_50m_metaG_bin.20	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__CG1-02-41-26;s__	N/A	N/A	N/A	N/A	N/A	GCA_002773545.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__CG1-02-41-26;s__CG1-02-41-26 sp002773545	78.93	0.3	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	62.58	11	0.892152963083417	N/A
sak_2011_5_24_50m_metaG_bin.21	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__XYD1-FULL-39-28;s__	N/A	N/A	N/A	N/A	N/A	GCA_903923535.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__XYD1-FULL-39-28;s__XYD1-FULL-39-28 sp903923535	77.18	0.29	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__XYD1-FULL-39-28;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001822065.1, s__XYD1-FULL-39-28 sp001822065, 95.0, 77.5, 0.19; GCA_903928565.1, s__XYD1-FULL-39-28 sp903928565, 95.0, 77.38, 0.17; GCA_011330845.1, s__XYD1-FULL-39-28 sp011330845, 95.0, 77.17, 0.17; GCA_903885445.1, s__XYD1-FULL-39-28 sp903885445, 95.0, 77.11, 0.23; GCA_903845295.1, s__XYD1-FULL-39-28 sp903845295, 95.0, 76.98, 0.24; GCA_903835075.1, s__XYD1-FULL-39-28 sp903835075, 95.0, 76.7, 0.18; GCA_903839895.1, s__XYD1-FULL-39-28 sp903839895, 95.0, 76.61, 0.15; GCA_903831095.1, s__XYD1-FULL-39-28 sp903831095, 95.0, 76.51, 0.15; GCA_001822095.1, s__XYD1-FULL-39-28 sp001822095, 95.0, 76.48, 0.14	62.0	11	0.9592703453272174	N/A
sak_2011_5_24_50m_metaG_bin.22	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA4787;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002402995.1	95.0	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA4787;g__4787;s__4787 sp002402995	77.38	0.04	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	69.43	11	0.7356089371446985	N/A
sak_2011_5_24_50m_metaG_bin.23	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__UBA2210;s__	N/A	N/A	N/A	N/A	N/A	GCA_002327865.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__UBA2210;s__UBA2210 sp002327865	78.13	0.36	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	84.65	11	0.8960386645895848	N/A
sak_2011_5_24_50m_metaG_bin.24	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__	N/A	N/A	N/A	N/A	N/A	GCA_001795315.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__9FT-COMBO-48-23 sp001795315	86.56	0.89	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	86.44	11	0.9461483970178571	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_50m_metaG_bin.25	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	ANI	N/A	GCA_000404785.1, s__JGIOTU-2 sp000404785, 95.0, 80.89, 0.35; GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 80.45, 0.41; GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 80.2, 0.39; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 76.68, 0.12	60.31	11	0.9323145192250304	N/A
sak_2011_5_24_50m_metaG_bin.26	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__B118-G9;s__	N/A	N/A	N/A	N/A	N/A	GCA_003645845.1	95.0	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__B118-G9;s__B118-G9 sp003645845	77.47	0.2	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__B118-G9;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011046365.1, s__B118-G9 sp011046365, 95.0, 77.04, 0.16	76.32	11	0.899466735799447	N/A
sak_2011_5_24_50m_metaG_bin.27	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__UBA646;s__	N/A	N/A	N/A	N/A	N/A	GCA_002299965.1	95.0	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__UBA646;s__UBA646 sp002299965	93.27	0.83	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__UBA646;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003650285.1, s__UBA646 sp003650285, 95.0, 91.75, 0.86	91.15	11	0.973162774044884	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_50m_metaG_bin.28	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_014360845.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__JACIWR01;s__JACIWR01 sp014360845	76.75	0.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	81.28	11	0.7429352140883928	N/A
sak_2011_5_24_50m_metaG_bin.3	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_009783465.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__WRDM01;s__WRDM01 sp009783465	75.79	0.09	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	76.02	11	0.8466760124053998	N/A
sak_2011_5_24_50m_metaG_bin.30	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	62.2	11	0.9429921281534781	N/A
sak_2011_5_24_50m_metaG_bin.4	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	98.43	0.83	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	98.43	0.83	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.22	11	N/A	N/A
sak_2011_5_24_50m_metaG_bin.5	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	96.19	0.82	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	96.19	0.82	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 86.61, 0.7; GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 86.31, 0.53; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 77.17, 0.15	86.24	11	N/A	N/A
sak_2011_5_24_50m_metaG_bin.7	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	70.28	11	0.6385147679436093	N/A
sak_2011_5_24_50m_metaG_bin.8	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	79.85	11	0.8073904675345351	N/A
sak_2011_5_24_50m_metaG_bin.9	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.72	0.89	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	82.37	11	0.9890082979468979	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_80m_metaG_bin.1	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.65	0.93	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	69.82	11	0.9909969161572287	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_80m_metaG_bin.10	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	ANI	N/A	GCA_003142255.1, s__LD21 sp003142255, 95.0, 76.79, 0.13; GCA_003141895.1, s__LD21 sp003141895, 95.0, 76.79, 0.11; GCA_003162595.1, s__LD21 sp003162595, 95.0, 76.72, 0.08; GCA_001768195.1, s__LD21 sp001768195, 95.0, 76.68, 0.13; GCA_003141525.1, s__LD21 sp003141525, 95.0, 76.61, 0.12; GCA_903824785.1, s__LD21 sp903824785, 95.0, 76.61, 0.11; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.59, 0.12; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.42, 0.18; GCA_012519515.1, s__LD21 sp012519515, 95.0, 76.4, 0.06; GCA_003141495.1, s__LD21 sp003141495, 95.0, 76.4, 0.1; GCA_003501665.1, s__LD21 sp003501665, 95.0, 76.4, 0.12; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.4, 0.09; GCA_012729475.1, s__LD21 sp012729475, 95.0, 76.36, 0.08; GCA_013314865.1, s__LD21 sp013314865, 95.0, 76.35, 0.05; GCA_003141415.1, s__LD21 sp003141415, 95.0, 76.31, 0.12; GCA_002070505.1, s__LD21 sp002070505, 95.0, 76.31, 0.14; GCA_002424525.1, s__LD21 sp002424525, 95.0, 76.23, 0.1; GCA_003141715.1, s__LD21 sp003141715, 95.0, 76.23, 0.11; GCA_012517605.1, s__LD21 sp012517605, 95.0, 76.21, 0.09; GCA_009877105.1, s__LD21 sp009877105, 95.0, 76.18, 0.04; GCA_903844815.1, s__LD21 sp903844815, 95.0, 76.13, 0.1; GCA_002319885.1, s__LD21 sp002319885, 95.0, 76.04, 0.12; GCA_012522155.1, s__LD21 sp012522155, 95.0, 75.9, 0.08; GCA_002319915.1, s__LD21 sp002319915, 95.0, 75.89, 0.06; GCA_003157015.1, s__LD21 sp003157015, 95.0, 75.89, 0.12; GCA_003520925.1, s__LD21 sp003520925, 95.0, 75.8, 0.13; GCA_003155705.1, s__LD21 sp003155705, 95.0, 75.79, 0.08; GCA_002428385.1, s__LD21 sp002428385, 95.0, 75.74, 0.06; GCA_003157075.1, s__LD21 sp003157075, 95.0, 75.56, 0.1	62.99	11	0.9308052325337529	N/A
sak_2011_5_24_80m_metaG_bin.12	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__MHMH01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	58.57	11	0.8215633567361531	N/A
sak_2011_5_24_80m_metaG_bin.13	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_014360845.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__JACIWR01;s__JACIWR01 sp014360845	76.86	0.09	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	83.58	11	0.7452759218680965	N/A
sak_2011_5_24_80m_metaG_bin.14	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	79.15	11	0.8661434112715203	N/A
sak_2011_5_24_80m_metaG_bin.16	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__SG8-4;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__;s__	taxonomic novelty determined using RED	N/A	N/A	77.8	11	0.9214776194662659	N/A
sak_2011_5_24_80m_metaG_bin.17	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002071695.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__MWDR01;s__MWDR01 sp002071695	76.94	0.2	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	62.85	11	0.8196960993409329	N/A
sak_2011_5_24_80m_metaG_bin.18	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__UBA2210;s__	N/A	N/A	N/A	N/A	N/A	GCA_002327865.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__UBA2210;s__UBA2210 sp002327865	78.13	0.4	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	83.24	11	0.8947067183703871	N/A
sak_2011_5_24_80m_metaG_bin.19	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	63.77	11	0.9009515791074311	N/A
sak_2011_5_24_80m_metaG_bin.2	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__CG1-02-41-26;s__	N/A	N/A	N/A	N/A	N/A	GCA_002773545.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__CG1-02-41-26;s__CG1-02-41-26 sp002773545	79.14	0.29	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	59.24	11	0.8920326790252654	N/A
sak_2011_5_24_80m_metaG_bin.20	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	85.75	11	0.6999577769522847	N/A
sak_2011_5_24_80m_metaG_bin.21	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_012520735.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__JAAYNR01;s__JAAYNR01 sp012520735	75.78	0.04	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	84.75	11	0.8199691950319077	N/A
sak_2011_5_24_80m_metaG_bin.22	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__PEYH01;g__PEYH01;s__	N/A	N/A	N/A	N/A	N/A	GCA_002774465.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__PEYH01;g__PEYH01;s__PEYH01 sp002774465	78.1	0.52	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	62.87	11	0.9289591780359758	N/A
sak_2011_5_24_80m_metaG_bin.23	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003545155.1	95.0	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__UBA9294;s__UBA9294 sp003545155	77.8	0.16	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	68.95	11	0.8396743546118238	N/A
sak_2011_5_24_80m_metaG_bin.24	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.37	0.89	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.37	0.89	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 86.63, 0.52; GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 86.54, 0.67; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 77.5, 0.12	75.16	11	N/A	N/A
